id_siniestro,id_poliza,id_asegurado,ramo,cobertura,ciudad,id_proveedor,beneficiario,fecha_inicio_poliza,fecha_fin_poliza,fecha_ocurrencia,fecha_reporte,monto_reclamado,monto_estimado,suma_asegurada,descripcion,documentos_completos,documentos_inconsistentes,historial_siniestros_asegurado,etiqueta_fraude_simulada,dias_desde_inicio_poliza,dias_desde_fin_poliza,dias_entre_ocurrencia_reporte,id_vehiculo,placa_hash,marca,modelo,anio,tipo_evento,tipo_impacto,tercero_identificado,reporte_policial,hay_testigos,ocurrio_noche,ocurrio_fin_semana,zona_alta_siniestralidad,historial_siniestros_vehiculo,taller,conductor_recurrente,monto_pagado,estado,sucursal,chasis_hash,motor_hash,supplier_ruc,supplier_risk_signal_score,supplier_risk_band,lista_restrictiva_sercop,provincia,canton,data_source_lineage
SIN-009908,POL-04558,ASEG-002992,vehiculos,choque,Quito,PROV-179234868400,PROV-RUC-1792348684001,2024-04-13,2025-11-25,2024-12-20,2024-12-25,4133.82,3989.36,4787.23,"Pocas reglas activas, pero anomalía y grafo sugieren revisión.",Sí,False,0,0,251,340,5,ASEG-002992,009908,Mazda,3,2011.0,choque,posterior,True,False,True,False,False,True,0,PROV-RUC-1792348684001,False,503.66,Liquidado,Quito,N-009908,SIN-00,1792348684001,18.0,verde,True,PICHINCHA,Quito,synthetic+sercop+ocds+ecu911+inec
SIN-009909,POL-05909,ASEG-000129,salud,atencion_medica,Cuenca,PROV-059174376700,PROV-RUC-0591743767001,2023-09-16,2024-09-14,2024-04-11,2024-04-12,1002.54,958.31,1149.97,Sin señales relevantes de riesgo.,Sí,False,3,0,208,156,1,,,,,,,posterior,True,False,True,False,False,True,0,,True,472.06,Liquidado,Cuenca,,,591743767001,18.0,verde,False,AZUAY,Cuenca,synthetic+sercop+ocds+ecu911+inec
SIN-009910,POL-04935,ASEG-003331,hogar,incendio,Manta,PROV-189176237900,PROV-RUC-1891762379001,2025-02-14,2026-04-17,2025-12-21,2025-12-28,10529.75,8571.96,10286.35,Vehículo impactado por tercero no identificado sin evidencia de cámaras en Manta.,Sí,False,0,0,310,117,7,,,,,,,posterior,True,False,True,False,False,True,0,,False,521.77,Liquidado,Manta,,,1891762379001,18.0,verde,True,MANABI,Manta,synthetic+sercop+ocds+ecu911+inec
SIN-009911,POL-05890,ASEG-004172,vehiculos,choque,Guayaquil,PROV-179280618600,PROV-RUC-1792806186001,2023-05-09,2024-03-05,2023-05-10,2023-05-10,4471.96,3990.83,4789.0,Reporte de robo tardío con inconsistencias en factura y denuncia en Guayaquil.,Sí,False,1,1,1,300,0,ASEG-004172,009911,Toyota,Hilux,2015.0,choque,posterior,False,False,False,False,False,True,1,PROV-RUC-1792806186001,False,2244.2,Pago Parcial,Guayaquil,N-009911,SIN-00,1792806186001,18.0,verde,True,GUAYAS,Guayaquil,synthetic+sercop+ocds+ecu911+inec
SIN-009912,POL-00388,ASEG-010759,vida,fallecimiento,Quito,PROV-069176243200,PROV-RUC-0691762432001,2022-07-31,2023-12-03,2023-01-03,2023-01-05,44161.21,34204.92,41045.9,Reclamo recurrente con narrativa similar y proveedor observado en Quito.,Sí,False,2,0,156,334,2,,,,,,,posterior,True,False,True,False,False,True,0,,True,30112.83,Cierre Sin Consecuencia,Quito,,,691762432001,18.0,verde,False,PICHINCHA,Quito,synthetic+sercop+ocds+ecu911+inec
SIN-009913,POL-03353,ASEG-004378,vehiculos,robo,Guayaquil,PROV-110470770600,PROV-RUC-1104707706001,2025-01-04,2026-10-04,2025-10-15,2025-10-27,23954.64,21524.94,25829.93,Vehículo impactado por tercero no identificado sin evidencia de cámaras en Guayaquil.,Sí,False,0,0,284,354,12,ASEG-004378,009913,Hyundai,Accent,2010.0,robo,posterior,True,True,True,False,False,True,0,PROV-RUC-1104707706001,False,21158.27,Pago Parcial,Guayaquil,N-009913,SIN-00,1104707706001,18.0,verde,True,GUAYAS,Guayaquil,synthetic+sercop+ocds+ecu911+inec
SIN-009914,POL-05103,ASEG-006611,vehiculos,choque,Quito,PROV-099335205500,PROV-RUC-0993352055001,2025-02-06,2025-07-10,2025-03-04,2025-03-06,3328.59,3358.77,4030.52,"Pocas reglas activas, pero anomalía y grafo sugieren revisión.",Sí,False,0,0,26,128,2,ASEG-006611,009914,Renault,Logan,2012.0,choque,posterior,True,False,True,False,False,True,0,PROV-RUC-0993352055001,False,891.04,Cierre Sin Consecuencia,Quito,N-009914,SIN-00,993352055001,18.0,verde,False,PICHINCHA,Quito,synthetic+sercop+ocds+ecu911+inec
SIN-009915,POL-04765,ASEG-010831,salud,atencion_medica,Cuenca,PROV-069176243200,PROV-RUC-0691762432001,2025-06-30,2026-02-11,2025-12-23,2025-12-31,829.18,653.94,1000.0,Sin señales relevantes de riesgo.,Sí,False,1,0,176,50,8,,,,,,,posterior,True,False,True,False,False,True,0,,False,95.45,Pago Total,Cuenca,,,691762432001,18.0,verde,False,AZUAY,Cuenca,synthetic+sercop+ocds+ecu911+inec
SIN-009916,POL-00824,ASEG-004525,hogar,incendio,Manta,PROV-092519571100,PROV-RUC-0925195711001,2022-06-07,2023-09-10,2022-12-29,2023-01-05,6658.02,5633.49,6760.19,Reporte de robo tardío con inconsistencias en factura y denuncia en Manta.,Sí,False,2,0,205,255,7,,,,,,,posterior,True,False,True,False,False,True,0,,True,1996.32,Cierre Sin Consecuencia,Manta,,,925195711001,18.0,verde,False,MANABI,Manta,synthetic+sercop+ocds+ecu911+inec
SIN-009917,POL-00765,ASEG-005573,vehiculos,choque,Guayaquil,PROV-179257379300,PROV-RUC-1792573793001,2018-10-27,2019-12-02,2019-05-08,2019-05-22,5506.44,4549.15,5458.98,Reclamo recurrente con narrativa similar y proveedor observado en Guayaquil.,Sí,False,0,0,193,208,14,ASEG-005573,009917,Toyota,Hilux,2015.0,choque,posterior,True,False,True,False,False,True,0,PROV-RUC-1792573793001,False,2191.26,Pago Total,Guayaquil,N-009917,SIN-00,1792573793001,18.0,verde,True,GUAYAS,Guayaquil,synthetic+sercop+ocds+ecu911+inec
SIN-009918,POL-01138,ASEG-005878,vida,fallecimiento,Quito,PROV-099228471400,PROV-RUC-0992284714001,2023-10-27,2024-04-08,2024-02-25,2024-02-25,48894.08,42520.14,51024.17,Vehículo impactado por tercero no identificado sin evidencia de cámaras en Quito.,Sí,False,2,0,121,43,0,,,,,,,posterior,True,False,True,False,False,True,0,,True,19322.74,Pago Parcial,Quito,,,992284714001,18.0,verde,False,PICHINCHA,Quito,synthetic+sercop+ocds+ecu911+inec
SIN-009919,POL-01958,ASEG-004733,vehiculos,robo,Guayaquil,PROV-099281284200,PROV-RUC-0992812842001,2025-04-03,2026-04-17,2025-07-04,2025-07-04,21114.57,21943.56,26332.27,"Siniestro 2 días después del inicio de póliza, monto al 97% de suma asegurada.",Sí,False,0,0,92,287,0,ASEG-004733,009919,Hyundai,Accent,2015.0,robo,posterior,True,True,True,False,False,True,0,PROV-RUC-0992812842001,False,19012.06,Pago Parcial,Guayaquil,N-009919,SIN-00,992812842001,18.0,verde,False,GUAYAS,Guayaquil,synthetic+sercop+ocds+ecu911+inec
SIN-009920,POL-01303,ASEG-001236,vehiculos,choque,Quito,PROV-096477302200,PROV-RUC-0964773022001,2020-02-03,2021-02-09,2020-08-03,2020-08-08,3015.39,2445.22,2934.26,Reporte de robo tardío con inconsistencias en factura y denuncia en Quito.,Sí,False,0,0,182,190,5,ASEG-001236,009920,Hyundai,Accent,2014.0,choque,posterior,True,False,True,False,False,True,0,PROV-RUC-0964773022001,False,8.77,Pago Total,Quito,N-009920,SIN-00,964773022001,18.0,verde,False,PICHINCHA,Quito,synthetic+sercop+ocds+ecu911+inec
SIN-009921,POL-05446,ASEG-005353,generales,danio,Cuenca,PROV-171698975900,PROV-RUC-1716989759001,2025-10-04,2026-10-11,2026-01-15,2026-01-16,1066.36,1058.05,1269.66,Sin señales relevantes de riesgo.,Sí,False,1,0,103,269,1,,,,,,,posterior,True,False,True,False,False,True,0,,False,368.93,Cierre Sin Consecuencia,Cuenca,,,1716989759001,18.0,verde,True,AZUAY,Cuenca,synthetic+sercop+ocds+ecu911+inec
SIN-009922,POL-02999,ASEG-006860,hogar,incendio,Manta,PROV-110470770600,PROV-RUC-1104707706001,2023-02-15,2023-11-25,2024-01-18,2024-02-07,8509.14,7088.71,8506.45,Reclamo recurrente con narrativa similar y proveedor observado en Manta.,Sí,False,0,1,337,-54,20,,,,,,,posterior,True,False,False,False,False,True,0,,False,1427.76,Reserva,Manta,,,1104707706001,18.0,verde,True,MANABI,Manta,synthetic+sercop+ocds+ecu911+inec
SIN-009923,POL-06014,ASEG-011751,vehiculos,choque,Guayaquil,PROV-059175573000,PROV-RUC-0591755730001,2018-11-24,2019-09-18,2019-05-27,2019-06-19,4633.39,3658.59,4390.31,Vehículo impactado por tercero no identificado sin evidencia de cámaras en Guayaquil.,Sí,False,0,0,184,114,23,ASEG-011751,009923,Volkswagen,Gol,2010.0,choque,posterior,True,False,True,False,False,True,0,PROV-RUC-0591755730001,False,2198.27,Reserva,Guayaquil,N-009923,SIN-00,591755730001,18.0,verde,False,GUAYAS,Guayaquil,synthetic+sercop+ocds+ecu911+inec
SIN-009924,POL-03653,ASEG-004045,vida,fallecimiento,Quito,PROV-059174376700,PROV-RUC-0591743767001,2023-08-13,2024-03-24,2023-11-23,2023-11-23,37573.78,35969.52,43163.42,Beneficiario aparece en varios casos observados.,Sí,False,0,0,102,122,0,,,,,,,posterior,True,False,True,False,False,True,0,,False,15828.44,Cierre Sin Consecuencia,Quito,,,591743767001,18.0,verde,False,PICHINCHA,Quito,synthetic+sercop+ocds+ecu911+inec
SIN-009925,POL-01395,ASEG-008974,vehiculos,robo,Guayaquil,PROV-179296758900,PROV-RUC-1792967589001,2020-10-19,2022-05-26,2021-07-26,2021-07-26,18507.62,18472.26,22166.71,"Siniestro 2 días después del inicio de póliza, monto al 97% de suma asegurada.",Sí,False,0,0,280,304,0,ASEG-008974,009925,Chevrolet,Spark,2012.0,robo,posterior,True,True,True,False,False,True,0,PROV-RUC-1792967589001,False,17124.6,Liquidado,Guayaquil,N-009925,SIN-00,1792967589001,36.0,amarillo,True,GUAYAS,Guayaquil,synthetic+sercop+ocds+ecu911+inec
SIN-009926,POL-02152,ASEG-010457,vehiculos,choque,Quito,PROV-050262161800,PROV-RUC-0502621618001,2025-01-27,2026-02-17,2025-11-24,2025-11-27,3259.62,2869.69,3443.63,Reporte de robo tardío con inconsistencias en factura y denuncia en Quito.,Sí,False,1,0,301,85,3,ASEG-010457,009926,Mazda,3,2010.0,choque,posterior,True,False,True,False,False,True,1,PROV-RUC-0502621618001,False,2608.91,Liquidado,Quito,N-009926,SIN-00,502621618001,18.0,verde,False,PICHINCHA,Quito,synthetic+sercop+ocds+ecu911+inec
SIN-009927,POL-03224,ASEG-009739,salud,atencion_medica,Cuenca,PROV-059174376700,PROV-RUC-0591743767001,2026-06-19,2027-02-28,2026-09-07,2026-09-13,994.8,1024.24,1229.09,Sin señales relevantes de riesgo.,Sí,False,2,0,80,174,6,,,,,,,posterior,True,False,True,False,False,True,0,,True,445.12,Liquidado,Cuenca,,,591743767001,18.0,verde,False,AZUAY,Cuenca,synthetic+sercop+ocds+ecu911+inec
SIN-009928,POL-05191,ASEG-004399,hogar,incendio,Manta,PROV-099228471400,PROV-RUC-0992284714001,2023-02-08,2023-11-08,2023-02-14,2023-03-03,13230.0,13142.98,15771.58,Señales moderadas; revisar documentación de inspección.,Sí,False,0,0,6,267,17,,,,,,,posterior,True,False,True,False,False,True,0,,False,3483.43,Reserva,Manta,,,992284714001,18.0,verde,False,MANABI,Manta,synthetic+sercop+ocds+ecu911+inec
SIN-009929,POL-00386,ASEG-000827,vehiculos,choque,Guayaquil,PROV-179214523600,PROV-RUC-1792145236001,2025-05-27,2026-09-25,2026-04-19,2026-05-13,6885.0,6558.45,7870.14,Narrativa similar a otros reclamos del mismo proveedor.,Sí,False,1,0,327,159,24,ASEG-000827,009929,Hyundai,Accent,2024.0,choque,posterior,True,False,True,False,False,True,1,PROV-RUC-1792145236001,False,238.11,Reserva,Guayaquil,N-009929,SIN-00,1792145236001,18.0,verde,True,GUAYAS,Guayaquil,synthetic+sercop+ocds+ecu911+inec
SIN-009930,POL-03024,ASEG-006984,vida,fallecimiento,Quito,PROV-010389289900,PROV-RUC-0103892899001,2022-08-13,2022-11-23,2022-09-11,2022-09-13,24313.41,18963.59,22756.31,Reclamo recurrente con narrativa similar y proveedor observado en Quito.,Sí,False,5,1,29,73,2,,,,,,,posterior,True,False,True,False,False,True,0,,True,16110.45,Reserva,Quito,,,103892899001,18.0,verde,False,PICHINCHA,Quito,synthetic+sercop+ocds+ecu911+inec
SIN-009931,POL-04485,ASEG-002701,vehiculos,robo,Guayaquil,PROV-179296758900,PROV-RUC-1792967589001,2019-06-16,2019-07-28,2019-07-02,2019-07-02,19624.42,15055.59,18066.71,Vehículo impactado por tercero no identificado sin evidencia de cámaras en Guayaquil.,Sí,False,1,0,16,26,0,ASEG-002701,009931,Hyundai,Accent,2013.0,robo,posterior,True,True,True,False,False,True,1,PROV-RUC-1792967589001,False,14675.28,Reserva,Guayaquil,N-009931,SIN-00,1792967589001,36.0,amarillo,True,GUAYAS,Guayaquil,synthetic+sercop+ocds+ecu911+inec
SIN-009932,POL-00568,ASEG-002673,vehiculos,choque,Quito,PROV-119173386600,PROV-RUC-1191733866001,2020-06-06,2021-10-04,2020-10-11,2020-10-20,4151.21,4343.4,5212.08,"Pocas reglas activas, pero anomalía y grafo sugieren revisión.",Sí,False,1,0,127,358,9,ASEG-002673,009932,Chevrolet,Spark,2023.0,choque,posterior,True,False,True,False,False,True,1,PROV-RUC-1191733866001,False,4091.3,Liquidado,Quito,N-009932,SIN-00,1191733866001,36.0,amarillo,True,PICHINCHA,Quito,synthetic+sercop+ocds+ecu911+inec
SIN-009933,POL-05020,ASEG-006522,salud,atencion_medica,Cuenca,PROV-160082084700,PROV-RUC-1600820847001,2025-09-01,2026-06-11,2025-10-25,2025-10-28,1149.8,905.29,1086.35,Reporte de robo tardío con inconsistencias en factura y denuncia en Cuenca.,No,True,4,1,54,229,3,,,,,,,posterior,True,False,True,False,False,True,0,,True,25.16,Liquidado,Cuenca,,,1600820847001,18.0,verde,True,AZUAY,Cuenca,synthetic+sercop+ocds+ecu911+inec
SIN-009934,POL-02910,ASEG-007092,hogar,incendio,Manta,PROV-171730636700,PROV-RUC-1717306367001,2019-02-01,2020-02-15,2019-10-05,2019-10-22,12263.83,11363.7,13636.44,Señales moderadas; revisar documentación de inspección.,Sí,False,0,0,246,133,17,,,,,,,posterior,True,False,True,False,False,True,0,,False,2593.31,Reserva,Manta,,,1717306367001,18.0,verde,True,MANABI,Manta,synthetic+sercop+ocds+ecu911+inec
SIN-009935,POL-00505,ASEG-006700,vehiculos,choque,Guayaquil,PROV-179081934500,PROV-RUC-1790819345001,2018-09-23,2019-06-11,2019-05-06,2019-05-08,5325.06,5062.58,6075.1,Narrativa similar a otros reclamos del mismo proveedor.,Sí,False,1,0,225,36,2,ASEG-006700,009935,Volkswagen,Gol,2010.0,choque,posterior,True,False,True,False,False,True,1,PROV-RUC-1790819345001,False,4029.67,Pago Total,Guayaquil,N-009935,SIN-00,1790819345001,18.0,verde,True,GUAYAS,Guayaquil,synthetic+sercop+ocds+ecu911+inec
SIN-009936,POL-03529,ASEG-012288,vida,fallecimiento,Quito,PROV-110059718400,PROV-RUC-1100597184001,2023-10-24,2023-12-10,2024-02-01,2024-02-03,47331.49,37683.63,45220.36,Reclamo recurrente con narrativa similar y proveedor observado en Quito.,Sí,False,0,0,100,-53,2,,,,,,,posterior,True,False,False,False,False,True,0,,False,6695.88,Pago Parcial,Quito,,,1100597184001,36.0,amarillo,True,PICHINCHA,Quito,synthetic+sercop+ocds+ecu911+inec
SIN-009937,POL-02719,ASEG-002069,vehiculos,robo,Guayaquil,PROV-179284871700,PROV-RUC-1792848717001,2021-06-30,2022-07-23,2021-12-14,2021-12-27,17827.01,16600.11,19920.13,"Siniestro 2 días después del inicio de póliza, monto al 97% de suma asegurada.",Sí,False,1,0,167,221,13,ASEG-002069,009937,Toyota,Hilux,2018.0,robo,posterior,True,True,True,False,False,True,1,PROV-RUC-1792848717001,False,5884.0,Pago Parcial,Guayaquil,N-009937,SIN-00,1792848717001,18.0,verde,True,GUAYAS,Guayaquil,synthetic+sercop+ocds+ecu911+inec
SIN-009938,POL-05445,ASEG-001076,vehiculos,choque,Quito,PROV-089004597900,PROV-RUC-0890045979001,2023-08-02,2024-12-01,2024-02-12,2024-02-17,3824.22,3363.14,4035.77,Vehículo impactado por tercero no identificado sin evidencia de cámaras en Quito.,Sí,False,0,0,194,293,5,ASEG-001076,009938,Nissan,Sentra,2011.0,choque,posterior,True,False,True,False,False,True,0,PROV-RUC-0890045979001,False,1925.94,Cierre Sin Consecuencia,Quito,N-009938,SIN-00,890045979001,18.0,verde,False,PICHINCHA,Quito,synthetic+sercop+ocds+ecu911+inec
SIN-009939,POL-04833,ASEG-007857,salud,atencion_medica,Cuenca,PROV-092519571100,PROV-RUC-0925195711001,2023-01-11,2024-01-12,2023-06-21,2023-06-25,973.17,921.11,1105.33,Sin señales relevantes de riesgo.,Sí,False,1,0,161,205,4,,,,,,,posterior,True,False,True,False,False,True,0,,False,453.39,Cierre Sin Consecuencia,Cuenca,,,925195711001,18.0,verde,False,AZUAY,Cuenca,synthetic+sercop+ocds+ecu911+inec
SIN-009940,POL-05051,ASEG-003999,hogar,incendio,Manta,PROV-050262161800,PROV-RUC-0502621618001,2025-01-20,2026-02-12,2025-10-23,2025-11-05,9330.43,8798.59,10558.31,Reporte de robo tardío con inconsistencias en factura y denuncia en Manta.,No,True,0,1,276,112,13,,,,,,,posterior,True,False,True,False,False,True,0,,False,2550.41,Pago Parcial,Manta,,,502621618001,18.0,verde,False,MANABI,Manta,synthetic+sercop+ocds+ecu911+inec
SIN-009941,POL-01131,ASEG-008498,generales,danio,Guayaquil,PROV-019041863400,PROV-RUC-0190418634001,2021-01-04,2021-06-22,2021-06-13,2021-06-20,5285.14,5314.14,6376.97,Narrativa similar a otros reclamos del mismo proveedor.,Sí,False,1,0,160,9,7,,,Toyota,Corolla,2016.0,choque,posterior,True,False,True,False,False,True,0,,False,3600.61,Pago Parcial,Guayaquil,N-009941,SIN-00,190418634001,18.0,verde,False,GUAYAS,Guayaquil,synthetic+sercop+ocds+ecu911+inec
SIN-009942,POL-06100,ASEG-002505,vida,fallecimiento,Quito,PROV-169171264400,PROV-RUC-1691712644001,2022-01-18,2022-04-03,2022-05-29,2022-06-09,58148.33,56799.23,68159.08,Beneficiario aparece en varios casos observados.,Sí,False,1,0,131,-56,11,,,,,,,posterior,True,False,True,False,False,True,0,,False,50770.92,Pago Parcial,Quito,,,1691712644001,18.0,verde,True,PICHINCHA,Quito,synthetic+sercop+ocds+ecu911+inec
SIN-009943,POL-05130,ASEG-003909,vehiculos,robo,Guayaquil,PROV-096477302200,PROV-RUC-0964773022001,2022-05-09,2024-04-14,2023-05-04,2023-05-23,24735.58,19599.06,23518.87,Reclamo recurrente con narrativa similar y proveedor observado en Guayaquil.,No,True,0,1,360,346,19,ASEG-003909,009943,Volkswagen,Gol,2019.0,robo,posterior,False,True,False,False,False,True,0,PROV-RUC-0964773022001,False,17126.66,Pago Parcial,Guayaquil,N-009943,SIN-00,964773022001,18.0,verde,False,GUAYAS,Guayaquil,synthetic+sercop+ocds+ecu911+inec
SIN-009944,POL-01159,ASEG-001177,vehiculos,choque,Quito,PROV-010389289900,PROV-RUC-0103892899001,2018-08-15,2019-03-16,2019-02-03,2019-02-09,2670.9,2299.92,2759.9,Vehículo impactado por tercero no identificado sin evidencia de cámaras en Quito.,Sí,False,0,0,172,41,6,ASEG-001177,009944,Hyundai,Accent,2019.0,choque,posterior,True,False,True,False,False,True,0,PROV-RUC-0103892899001,False,676.26,Pago Total,Quito,N-009944,SIN-00,103892899001,18.0,verde,False,PICHINCHA,Quito,synthetic+sercop+ocds+ecu911+inec
SIN-009945,POL-03597,ASEG-003390,salud,atencion_medica,Cuenca,PROV-099263892300,PROV-RUC-0992638923001,2025-10-15,2026-01-17,2025-12-05,2025-12-05,971.31,738.96,1000.0,Reporte de robo tardío con inconsistencias en factura y denuncia en Cuenca.,Sí,False,0,0,51,43,0,,,,,,,posterior,True,False,True,False,False,True,0,,False,112.5,Liquidado,Cuenca,,,992638923001,18.0,verde,False,AZUAY,Cuenca,synthetic+sercop+ocds+ecu911+inec
SIN-009946,POL-01246,ASEG-012386,hogar,incendio,Manta,PROV-210005677500,PROV-RUC-2100056775001,2022-07-19,2023-03-08,2022-12-23,2022-12-26,9312.75,9180.02,11016.02,Señales moderadas; revisar documentación de inspección.,Sí,False,0,0,157,75,3,,,,,,,posterior,True,False,True,False,False,True,0,,False,5681.87,Liquidado,Manta,,,2100056775001,18.0,verde,True,MANABI,Manta,synthetic+sercop+ocds+ecu911+inec
SIN-009947,POL-03543,ASEG-008553,vehiculos,choque,Guayaquil,PROV-010602505900,PROV-RUC-0106025059001,2024-11-16,2025-06-20,2025-02-19,2025-03-06,4119.43,4124.4,4949.28,Narrativa similar a otros reclamos del mismo proveedor.,Sí,False,1,0,95,121,15,ASEG-008553,009947,Volkswagen,Gol,2024.0,choque,posterior,True,False,True,False,False,True,1,PROV-RUC-0106025059001,False,3773.4,Pago Parcial,Guayaquil,N-009947,SIN-00,106025059001,18.0,verde,False,GUAYAS,Guayaquil,synthetic+sercop+ocds+ecu911+inec
SIN-009948,POL-00348,ASEG-006112,vida,fallecimiento,Quito,PROV-171928791200,PROV-RUC-1719287912001,2019-01-07,2020-02-27,2019-03-28,2019-03-28,47321.85,41941.68,50330.02,Reclamo recurrente con narrativa similar y proveedor observado en Quito.,Sí,False,0,0,80,336,0,,,,,,,posterior,True,False,True,False,False,True,0,,False,29553.49,Liquidado,Quito,,,1719287912001,18.0,verde,True,PICHINCHA,Quito,synthetic+sercop+ocds+ecu911+inec
SIN-009949,POL-03528,ASEG-002936,vehiculos,robo,Guayaquil,PROV-099248269900,PROV-RUC-0992482699001,2022-05-24,2022-12-21,2022-11-21,2022-12-03,23022.54,17469.01,20962.81,Vehículo impactado por tercero no identificado sin evidencia de cámaras en Guayaquil.,Sí,False,0,1,181,30,12,ASEG-002936,009949,Nissan,Sentra,2022.0,robo,posterior,True,True,True,False,False,True,0,PROV-RUC-0992482699001,False,14108.49,Reserva,Guayaquil,N-009949,SIN-00,992482699001,18.0,verde,False,GUAYAS,Guayaquil,synthetic+sercop+ocds+ecu911+inec
SIN-009950,POL-04224,ASEG-007406,vehiculos,choque,Quito,PROV-172185642300,PROV-RUC-1721856423001,2026-05-14,2027-11-12,2026-11-18,2026-11-18,5670.0,5050.08,6060.1,Reporte de robo tardío con inconsistencias en factura y denuncia en Quito.,Sí,False,1,0,188,359,0,ASEG-007406,009950,Mazda,3,2017.0,choque,posterior,True,False,True,False,False,True,1,PROV-RUC-1721856423001,False,4180.59,Liquidado,Quito,N-009950,SIN-00,1721856423001,18.0,verde,True,PICHINCHA,Quito,synthetic+sercop+ocds+ecu911+inec
SIN-009951,POL-02474,ASEG-004153,salud,atencion_medica,Cuenca,PROV-119174671200,PROV-RUC-1191746712001,2025-12-29,2027-01-20,2026-04-30,2026-04-30,423.04,400.27,1000.0,Sin señales relevantes de riesgo.,Sí,False,0,0,122,265,0,,,,,,,posterior,True,False,True,False,False,True,0,,False,247.16,Cierre Sin Consecuencia,Cuenca,,,1191746712001,18.0,verde,True,AZUAY,Cuenca,synthetic+sercop+ocds+ecu911+inec
SIN-009952,POL-04859,ASEG-002080,hogar,incendio,Manta,PROV-179284871700,PROV-RUC-1792848717001,2024-02-04,2025-01-30,2024-04-30,2024-04-30,7726.8,6817.07,8180.48,Reclamo recurrente con narrativa similar y proveedor observado en Manta.,Sí,False,1,0,86,275,0,,,,,,,posterior,True,False,True,False,False,True,0,,False,1852.82,Cierre Sin Consecuencia,Manta,,,1792848717001,18.0,verde,True,MANABI,Manta,synthetic+sercop+ocds+ecu911+inec
SIN-009953,POL-01366,ASEG-006676,vehiculos,choque,Guayaquil,PROV-179284871700,PROV-RUC-1792848717001,2025-11-04,2025-11-10,2025-11-21,2025-11-23,5308.91,5221.18,6265.42,Narrativa similar a otros reclamos del mismo proveedor.,Sí,False,0,0,17,-11,2,ASEG-006676,009953,Chevrolet,Spark,2022.0,choque,posterior,True,False,True,False,False,True,0,PROV-RUC-1792848717001,False,3068.04,Pago Parcial,Guayaquil,N-009953,SIN-00,1792848717001,18.0,verde,True,GUAYAS,Guayaquil,synthetic+sercop+ocds+ecu911+inec
SIN-009954,POL-05392,ASEG-009921,vida,fallecimiento,Quito,PROV-060246074300,PROV-RUC-0602460743001,2020-09-28,2021-05-29,2021-07-26,2021-07-27,36535.83,30239.21,36287.05,Vehículo impactado por tercero no identificado sin evidencia de cámaras en Quito.,Sí,False,0,0,301,-58,1,,,,,,,posterior,True,False,True,False,False,True,0,,False,16889.49,Cierre Sin Consecuencia,Quito,,,602460743001,18.0,verde,False,PICHINCHA,Quito,synthetic+sercop+ocds+ecu911+inec
SIN-009955,POL-00297,ASEG-001507,vehiculos,robo,Guayaquil,PROV-070458126300,PROV-RUC-0704581263001,2024-01-01,2025-03-22,2024-11-17,2024-11-17,24975.0,25580.76,30696.91,"Siniestro 2 días después del inicio de póliza, monto al 97% de suma asegurada.",Sí,False,3,1,321,125,0,ASEG-001507,009955,Chevrolet,Spark,2018.0,robo,posterior,False,True,False,False,False,True,3,PROV-RUC-0704581263001,True,5606.52,Pago Parcial,Guayaquil,N-009955,SIN-00,704581263001,18.0,verde,False,GUAYAS,Guayaquil,synthetic+sercop+ocds+ecu911+inec
SIN-009956,POL-02787,ASEG-005421,vehiculos,choque,Quito,PROV-019041863400,PROV-RUC-0190418634001,2018-10-20,2020-06-04,2019-06-12,2019-06-26,3493.69,3667.84,4401.41,"Pocas reglas activas, pero anomalía y grafo sugieren revisión.",Sí,False,1,0,235,358,14,ASEG-005421,009956,Volkswagen,Gol,2022.0,choque,posterior,True,False,True,False,False,True,1,PROV-RUC-0190418634001,False,2971.93,Liquidado,Quito,N-009956,SIN-00,190418634001,18.0,verde,False,PICHINCHA,Quito,synthetic+sercop+ocds+ecu911+inec
SIN-009957,POL-00914,ASEG-004976,salud,atencion_medica,Cuenca,PROV-059174376700,PROV-RUC-0591743767001,2024-10-24,2025-12-13,2025-01-14,2025-01-19,747.78,692.24,1000.0,Sin señales relevantes de riesgo.,Sí,False,4,0,82,333,5,,,,,,,posterior,True,False,True,False,False,True,0,,True,319.28,Liquidado,Cuenca,,,591743767001,18.0,verde,False,AZUAY,Cuenca,synthetic+sercop+ocds+ecu911+inec
SIN-009958,POL-03583,ASEG-000489,hogar,incendio,Manta,PROV-179121729200,PROV-RUC-1791217292001,2021-03-22,2022-01-21,2021-12-20,2021-12-23,13230.0,13398.84,16078.61,Señales moderadas; revisar documentación de inspección.,Sí,False,0,0,273,32,3,,,,,,,posterior,True,False,True,False,False,True,0,,False,11018.7,Liquidado,Manta,,,1791217292001,18.0,verde,True,MANABI,Manta,synthetic+sercop+ocds+ecu911+inec
