id_asegurado,segmento,antiguedad,ciudad,num_polizas,reclamos_12m,mora_actual,score_cliente_simulado
ASEG-005918,premium,4,Quito,4,4,True,79
ASEG-005919,premium,2,Manta,4,4,True,73
ASEG-005920,premium,3,Manta,3,3,False,71
ASEG-005921,retail,3,Cuenca,2,2,False,66
ASEG-005923,premium,3,Quito,3,3,False,71
ASEG-005924,premium,3,Guayaquil,4,4,True,76
ASEG-005927,retail,1,Quito,2,2,False,60
ASEG-005928,retail,3,Guayaquil,1,1,False,61
ASEG-005929,retail,1,Guayaquil,2,2,False,60
ASEG-005930,retail,4,Cuenca,2,2,False,69
ASEG-005931,premium,3,Quito,3,3,False,71
ASEG-005932,premium,4,Manta,4,4,True,79
ASEG-005933,retail,4,Quito,1,1,False,64
ASEG-005934,premium,3,Quito,3,3,False,71
ASEG-005936,retail,1,Cuenca,1,1,False,55
ASEG-005937,retail,2,Quito,2,2,False,63
ASEG-005938,retail,2,Guayaquil,2,2,False,63
ASEG-005939,retail,1,Cuenca,1,1,False,55
ASEG-005940,retail,1,Cuenca,1,1,False,55
ASEG-005941,premium,4,Guayaquil,3,3,False,74
ASEG-005942,retail,2,Guayaquil,1,1,False,58
ASEG-005944,retail,1,Cuenca,1,1,False,55
ASEG-005945,retail,2,Quito,2,2,False,63
ASEG-005946,retail,1,Manta,2,2,False,60
ASEG-005947,premium,3,Cuenca,3,3,False,71
ASEG-005948,retail,1,Quito,1,1,False,55
ASEG-005949,premium,3,Quito,4,4,True,76
ASEG-005951,retail,1,Cuenca,1,1,False,55
ASEG-005952,premium,2,Quito,4,4,True,73
ASEG-005953,premium,2,Guayaquil,4,4,True,73
ASEG-005954,corporativo,4,Quito,7,7,True,94
ASEG-005955,retail,4,Quito,1,1,False,64
ASEG-005956,retail,3,Guayaquil,2,2,False,66
ASEG-005957,premium,3,Cuenca,3,3,False,71
ASEG-005958,retail,3,Quito,2,2,False,66
ASEG-005960,premium,2,Guayaquil,3,3,False,68
ASEG-005961,retail,4,Manta,2,2,False,69
ASEG-005962,retail,1,Manta,1,1,False,55
ASEG-005963,retail,2,Cuenca,1,1,False,58
ASEG-005964,premium,2,Guayaquil,3,3,False,68
ASEG-005965,premium,3,Guayaquil,3,3,False,71
ASEG-005966,retail,2,Manta,2,2,False,63
ASEG-005967,retail,1,Quito,1,1,False,55
ASEG-005969,premium,1,Guayaquil,3,3,False,65
ASEG-005970,premium,3,Manta,3,3,False,71
ASEG-005971,retail,4,Quito,2,2,False,69
ASEG-005974,retail,1,Guayaquil,2,2,False,60
ASEG-005975,retail,2,Guayaquil,2,2,False,63
ASEG-005976,premium,1,Guayaquil,3,3,False,65
ASEG-005977,premium,5,Quito,4,4,True,82
ASEG-005978,retail,1,Manta,1,1,False,55
ASEG-005979,retail,1,Guayaquil,1,1,False,55
ASEG-005980,premium,4,Guayaquil,5,5,True,84
ASEG-005981,retail,1,Guayaquil,1,1,False,55
ASEG-005982,retail,2,Cuenca,2,2,False,63
ASEG-005983,corporativo,4,Quito,7,7,True,94
ASEG-005984,premium,4,Quito,5,5,True,84
ASEG-005985,retail,2,Guayaquil,1,1,False,58
ASEG-005986,retail,2,Quito,1,1,False,58
ASEG-005987,premium,2,Quito,3,3,False,68
ASEG-005988,retail,3,Guayaquil,1,1,False,61
ASEG-005989,retail,2,Quito,1,1,False,58
ASEG-005990,premium,3,Guayaquil,4,4,True,76
ASEG-005991,retail,3,Cuenca,2,2,False,66
ASEG-005992,retail,2,Quito,1,1,False,58
ASEG-005993,premium,3,Guayaquil,5,5,True,81
ASEG-005994,premium,3,Guayaquil,4,4,True,76
ASEG-005995,retail,2,Guayaquil,2,2,False,63
ASEG-005996,premium,3,Cuenca,5,5,True,81
ASEG-005997,retail,2,Guayaquil,1,1,False,58
ASEG-005998,premium,2,Quito,3,3,False,68
ASEG-005999,retail,5,Guayaquil,2,2,False,72
ASEG-006000,retail,3,Quito,2,2,False,66
ASEG-006001,premium,3,Quito,3,3,False,71
ASEG-006002,premium,2,Quito,3,3,False,68
ASEG-006003,premium,4,Quito,3,3,False,74
ASEG-006004,retail,1,Quito,1,1,False,55
ASEG-006005,retail,2,Guayaquil,2,2,False,63
ASEG-006007,retail,2,Cuenca,2,2,False,63
ASEG-006008,premium,2,Manta,5,5,True,78
ASEG-006009,retail,3,Cuenca,1,1,False,61
ASEG-006010,premium,4,Manta,3,3,False,74
ASEG-006011,premium,5,Cuenca,5,5,True,87
ASEG-006012,retail,3,Quito,2,2,False,66
ASEG-006014,premium,4,Guayaquil,3,3,False,74
ASEG-006015,retail,1,Manta,1,1,False,55
ASEG-006016,premium,3,Guayaquil,3,3,False,71
ASEG-006019,retail,2,Quito,1,1,False,58
ASEG-006020,retail,2,Guayaquil,1,1,False,58
ASEG-006021,retail,2,Cuenca,1,1,False,58
ASEG-006022,retail,3,Quito,2,2,False,66
ASEG-006023,retail,3,Cuenca,1,1,False,61
ASEG-006024,retail,3,Manta,1,1,False,61
ASEG-006026,premium,2,Manta,4,4,True,73
ASEG-006027,retail,1,Guayaquil,2,2,False,60
ASEG-006029,retail,2,Manta,2,2,False,63
ASEG-006030,retail,3,Manta,2,2,False,66
ASEG-006031,premium,3,Manta,3,3,False,71
ASEG-006032,retail,1,Guayaquil,2,2,False,60
ASEG-006033,premium,2,Quito,5,5,True,78
ASEG-006035,premium,3,Guayaquil,3,3,False,71
ASEG-006037,retail,2,Quito,2,2,False,63
ASEG-006039,premium,3,Manta,3,3,False,71
ASEG-006040,premium,3,Guayaquil,3,3,False,71
ASEG-006042,premium,2,Guayaquil,4,4,True,73
ASEG-006043,premium,2,Quito,4,4,True,73
ASEG-006045,retail,3,Quito,2,2,False,66
ASEG-006046,retail,1,Guayaquil,1,1,False,55
ASEG-006047,retail,2,Quito,1,1,False,58
ASEG-006049,retail,1,Manta,1,1,False,55
ASEG-006051,retail,4,Manta,1,1,False,64
ASEG-006052,retail,2,Guayaquil,2,2,False,63
ASEG-006053,retail,3,Quito,1,1,False,61
ASEG-006054,premium,3,Guayaquil,3,3,False,71
ASEG-006055,premium,2,Quito,3,3,False,68
ASEG-006056,premium,3,Quito,4,4,True,76
ASEG-006057,retail,2,Guayaquil,2,2,False,63
ASEG-006058,retail,1,Guayaquil,1,1,False,55
ASEG-006059,retail,4,Quito,2,2,False,69
ASEG-006062,premium,1,Quito,3,3,False,65
ASEG-006063,retail,3,Cuenca,2,2,False,66
ASEG-006064,premium,2,Quito,3,3,False,68
ASEG-006066,retail,1,Guayaquil,1,1,False,55
ASEG-006067,premium,1,Guayaquil,3,3,False,65
ASEG-006068,retail,1,Guayaquil,1,1,False,55
ASEG-006069,premium,2,Quito,4,4,True,73
ASEG-006071,retail,2,Guayaquil,2,2,False,63
ASEG-006072,premium,1,Quito,4,4,True,70
ASEG-006073,premium,4,Quito,5,5,True,84
ASEG-006074,retail,2,Guayaquil,1,1,False,58
ASEG-006075,premium,2,Manta,5,5,True,78
ASEG-006076,retail,3,Quito,1,1,False,61
ASEG-006078,premium,2,Guayaquil,3,3,False,68
ASEG-006079,premium,4,Guayaquil,5,5,True,84
ASEG-006081,retail,1,Cuenca,1,1,False,55
ASEG-006083,premium,3,Guayaquil,3,3,False,71
ASEG-006085,premium,4,Quito,3,3,False,74
ASEG-006086,retail,2,Quito,2,2,False,63
ASEG-006088,retail,2,Manta,2,2,False,63
ASEG-006089,premium,3,Guayaquil,3,3,False,71
ASEG-006090,premium,1,Quito,3,3,False,65
ASEG-006091,retail,1,Guayaquil,2,2,False,60
ASEG-006093,corporativo,4,Manta,7,7,True,94
ASEG-006095,premium,2,Quito,3,3,False,68
ASEG-006096,premium,3,Guayaquil,3,3,False,71
ASEG-006097,retail,3,Guayaquil,1,1,False,61
ASEG-006098,retail,3,Guayaquil,2,2,False,66
ASEG-006099,retail,1,Quito,1,1,False,55
ASEG-006100,corporativo,4,Guayaquil,8,8,True,99
ASEG-006101,premium,4,Manta,3,3,False,74
ASEG-006102,retail,2,Guayaquil,1,1,False,58
ASEG-006103,premium,3,Cuenca,4,4,True,76
ASEG-006104,retail,2,Quito,2,2,False,63
ASEG-006105,retail,3,Manta,1,1,False,61
ASEG-006106,retail,3,Quito,2,2,False,66
ASEG-006107,retail,3,Manta,2,2,False,66
ASEG-006108,retail,1,Quito,1,1,False,55
ASEG-006109,premium,4,Quito,4,4,True,79
ASEG-006110,retail,2,Quito,2,2,False,63
ASEG-006112,premium,1,Guayaquil,3,3,False,65
ASEG-006113,retail,1,Quito,1,1,False,55
ASEG-006114,premium,4,Manta,4,4,True,79
ASEG-006115,corporativo,4,Cuenca,7,7,True,94
ASEG-006116,retail,2,Quito,2,2,False,63
ASEG-006117,retail,4,Manta,1,1,False,64
ASEG-006118,premium,2,Quito,4,4,True,73
ASEG-006119,retail,3,Quito,2,2,False,66
ASEG-006120,retail,1,Guayaquil,1,1,False,55
ASEG-006121,retail,1,Cuenca,2,2,False,60
ASEG-006122,premium,3,Cuenca,3,3,False,71
ASEG-006124,retail,3,Cuenca,2,2,False,66
ASEG-006125,corporativo,3,Guayaquil,6,6,True,86
ASEG-006126,premium,1,Guayaquil,4,4,True,70
ASEG-006127,retail,3,Quito,1,1,False,61
ASEG-006128,retail,1,Quito,1,1,False,55
ASEG-006129,retail,1,Quito,2,2,False,60
ASEG-006130,retail,2,Guayaquil,1,1,False,58
ASEG-006131,retail,3,Guayaquil,1,1,False,61
ASEG-006132,retail,3,Quito,2,2,False,66
ASEG-006133,premium,3,Guayaquil,3,3,False,71
ASEG-006134,retail,4,Guayaquil,1,1,False,64
ASEG-006135,retail,3,Manta,2,2,False,66
ASEG-006136,premium,2,Quito,4,4,True,73
ASEG-006137,premium,4,Quito,3,3,False,74
ASEG-006139,retail,2,Quito,2,2,False,63
ASEG-006140,retail,1,Quito,1,1,False,55
ASEG-006141,retail,1,Guayaquil,1,1,False,55
ASEG-006142,retail,2,Guayaquil,1,1,False,58
ASEG-006143,retail,3,Quito,1,1,False,61
ASEG-006144,retail,1,Quito,2,2,False,60
ASEG-006145,retail,2,Cuenca,1,1,False,58
ASEG-006146,retail,2,Quito,2,2,False,63
ASEG-006147,retail,1,Quito,2,2,False,60
ASEG-006148,retail,3,Cuenca,1,1,False,61
ASEG-006149,retail,2,Quito,1,1,False,58
ASEG-006150,premium,2,Guayaquil,4,4,True,73
ASEG-006151,premium,4,Quito,3,3,False,74
ASEG-006152,retail,1,Guayaquil,1,1,False,55
ASEG-006154,retail,3,Quito,1,1,False,61
ASEG-006155,retail,4,Guayaquil,1,1,False,64
ASEG-006156,retail,2,Quito,1,1,False,58
ASEG-006157,retail,1,Cuenca,1,1,False,55
ASEG-006158,premium,2,Guayaquil,3,3,False,68
ASEG-006161,retail,1,Cuenca,1,1,False,55
ASEG-006162,premium,3,Quito,4,4,True,76
ASEG-006163,retail,1,Manta,1,1,False,55
ASEG-006164,retail,2,Quito,2,2,False,63
ASEG-006165,retail,2,Manta,1,1,False,58
ASEG-006166,premium,4,Guayaquil,4,4,True,79
ASEG-006167,retail,1,Guayaquil,2,2,False,60
ASEG-006168,premium,6,Guayaquil,3,3,False,80
ASEG-006169,retail,4,Quito,2,2,False,69
ASEG-006170,retail,1,Cuenca,1,1,False,55
ASEG-006171,retail,3,Quito,2,2,False,66
ASEG-006172,premium,3,Guayaquil,5,5,True,81
ASEG-006173,retail,2,Quito,2,2,False,63
ASEG-006174,retail,1,Cuenca,1,1,False,55
ASEG-006175,retail,1,Manta,2,2,False,60
ASEG-006179,retail,1,Guayaquil,1,1,False,55
ASEG-006180,retail,4,Quito,2,2,False,69
ASEG-006181,retail,1,Manta,1,1,False,55
ASEG-006182,retail,1,Quito,1,1,False,55
ASEG-006184,premium,3,Guayaquil,3,3,False,71
ASEG-006185,retail,1,Cuenca,1,1,False,55
ASEG-006186,retail,1,Guayaquil,2,2,False,60
ASEG-006187,retail,2,Quito,2,2,False,63
ASEG-006188,retail,4,Guayaquil,2,2,False,69
ASEG-006189,premium,3,Cuenca,4,4,True,76
ASEG-006190,retail,1,Cuenca,1,1,False,55
ASEG-006191,retail,4,Guayaquil,2,2,False,69
ASEG-006192,premium,1,Quito,3,3,False,65
ASEG-006193,retail,2,Guayaquil,1,1,False,58
ASEG-006194,premium,3,Manta,3,3,False,71
ASEG-006196,retail,1,Manta,1,1,False,55
ASEG-006198,retail,1,Guayaquil,1,1,False,55
ASEG-006199,premium,3,Guayaquil,3,3,False,71
ASEG-006200,retail,2,Guayaquil,2,2,False,63
ASEG-006201,retail,4,Quito,2,2,False,69
ASEG-006202,retail,2,Cuenca,1,1,False,58
ASEG-006203,premium,2,Cuenca,3,3,False,68
ASEG-006205,retail,1,Quito,1,1,False,55
ASEG-006206,retail,3,Manta,2,2,False,66
ASEG-006207,retail,2,Quito,1,1,False,58
ASEG-006208,premium,1,Guayaquil,4,4,True,70
ASEG-006209,retail,3,Quito,1,1,False,61
ASEG-006211,premium,4,Quito,4,4,True,79
ASEG-006212,premium,2,Quito,3,3,False,68
ASEG-006213,retail,1,Cuenca,1,1,False,55
ASEG-006214,premium,2,Cuenca,4,4,True,73
ASEG-006215,retail,3,Manta,2,2,False,66
ASEG-006217,retail,3,Quito,1,1,False,61
ASEG-006218,premium,5,Guayaquil,3,3,False,77
ASEG-006219,retail,2,Guayaquil,1,1,False,58
ASEG-006220,premium,4,Manta,4,4,True,79
ASEG-006221,retail,2,Manta,1,1,False,58
ASEG-006222,retail,1,Quito,1,1,False,55
ASEG-006223,retail,3,Quito,2,2,False,66
ASEG-006224,retail,5,Manta,2,2,False,72
ASEG-006225,retail,1,Quito,1,1,False,55
ASEG-006226,retail,2,Quito,2,2,False,63
ASEG-006227,retail,4,Guayaquil,2,2,False,69
ASEG-006228,retail,1,Guayaquil,1,1,False,55
ASEG-006229,retail,1,Guayaquil,1,1,False,55
ASEG-006230,premium,3,Guayaquil,4,4,True,76
ASEG-006231,retail,1,Quito,2,2,False,60
ASEG-006232,premium,3,Cuenca,3,3,False,71
ASEG-006233,premium,1,Cuenca,3,3,False,65
ASEG-006234,premium,3,Manta,3,3,False,71
ASEG-006235,retail,2,Guayaquil,2,2,False,63
ASEG-006236,retail,2,Guayaquil,2,2,False,63
ASEG-006237,premium,2,Guayaquil,3,3,False,68
ASEG-006238,premium,5,Guayaquil,4,4,True,82
ASEG-006239,retail,1,Quito,1,1,False,55
ASEG-006240,retail,1,Guayaquil,1,1,False,55
ASEG-006241,premium,5,Guayaquil,3,3,False,77
ASEG-006242,retail,4,Quito,2,2,False,69
ASEG-006243,premium,4,Quito,3,3,False,74
ASEG-006244,premium,4,Manta,3,3,False,74
ASEG-006245,premium,2,Cuenca,3,3,False,68
ASEG-006246,retail,2,Quito,1,1,False,58
ASEG-006247,retail,3,Quito,2,2,False,66
ASEG-006248,retail,1,Guayaquil,1,1,False,55
ASEG-006250,premium,3,Guayaquil,5,5,True,81
ASEG-006251,premium,2,Cuenca,5,5,True,78
ASEG-006252,retail,2,Manta,1,1,False,58
ASEG-006253,retail,2,Cuenca,1,1,False,58
ASEG-006254,retail,2,Manta,1,1,False,58
ASEG-006255,retail,3,Manta,2,2,False,66
ASEG-006256,retail,1,Quito,1,1,False,55
ASEG-006257,premium,4,Quito,3,3,False,74
ASEG-006258,premium,2,Guayaquil,3,3,False,68
ASEG-006259,retail,3,Quito,1,1,False,61
ASEG-006260,premium,3,Manta,3,3,False,71
ASEG-006261,corporativo,3,Cuenca,6,6,True,86
ASEG-006262,retail,1,Guayaquil,1,1,False,55
ASEG-006263,retail,2,Cuenca,1,1,False,58
ASEG-006264,premium,3,Guayaquil,3,3,False,71
ASEG-006265,retail,1,Guayaquil,2,2,False,60
ASEG-006267,retail,1,Quito,1,1,False,55
ASEG-006268,retail,4,Manta,2,2,False,69
ASEG-006269,retail,1,Cuenca,2,2,False,60
ASEG-006270,premium,1,Guayaquil,3,3,False,65
ASEG-006271,retail,1,Cuenca,2,2,False,60
ASEG-006272,premium,4,Cuenca,3,3,False,74
ASEG-006273,premium,3,Guayaquil,5,5,True,81
ASEG-006274,corporativo,4,Cuenca,7,7,True,94
ASEG-006275,retail,1,Quito,1,1,False,55
ASEG-006276,retail,4,Manta,2,2,False,69
ASEG-006277,retail,1,Guayaquil,1,1,False,55
ASEG-006278,retail,2,Quito,2,2,False,63
ASEG-006279,premium,3,Guayaquil,4,4,True,76
ASEG-006280,retail,1,Guayaquil,1,1,False,55
ASEG-006281,retail,1,Cuenca,2,2,False,60
ASEG-006282,retail,1,Cuenca,2,2,False,60
ASEG-006283,premium,3,Manta,3,3,False,71
ASEG-006284,retail,1,Cuenca,1,1,False,55
ASEG-006285,retail,2,Manta,1,1,False,58
ASEG-006286,retail,1,Guayaquil,2,2,False,60
ASEG-006287,premium,2,Cuenca,3,3,False,68
ASEG-006288,corporativo,3,Manta,6,6,True,86
ASEG-006289,retail,1,Guayaquil,1,1,False,55
ASEG-006290,premium,3,Manta,3,3,False,71
ASEG-006291,retail,1,Quito,2,2,False,60
ASEG-006292,retail,3,Guayaquil,2,2,False,66
ASEG-006293,retail,3,Quito,2,2,False,66
ASEG-006295,retail,2,Guayaquil,2,2,False,63
ASEG-006296,retail,2,Guayaquil,2,2,False,63
ASEG-006297,retail,3,Guayaquil,2,2,False,66
ASEG-006298,premium,3,Guayaquil,4,4,True,76
ASEG-006299,premium,2,Guayaquil,3,3,False,68
ASEG-006300,retail,4,Cuenca,2,2,False,69
ASEG-006301,retail,1,Guayaquil,1,1,False,55
ASEG-006302,retail,1,Cuenca,2,2,False,60
ASEG-006303,retail,1,Guayaquil,1,1,False,55
ASEG-006304,premium,4,Manta,3,3,False,74
ASEG-006305,premium,4,Quito,3,3,False,74
ASEG-006306,premium,3,Guayaquil,3,3,False,71
ASEG-006307,retail,1,Quito,2,2,False,60
ASEG-006308,retail,2,Manta,1,1,False,58
ASEG-006309,retail,1,Guayaquil,1,1,False,55
ASEG-006310,retail,4,Manta,2,2,False,69
ASEG-006311,retail,1,Guayaquil,1,1,False,55
ASEG-006312,premium,3,Guayaquil,3,3,False,71
ASEG-006313,retail,2,Quito,1,1,False,58
ASEG-006314,retail,2,Guayaquil,1,1,False,58
ASEG-006316,retail,3,Quito,2,2,False,66
ASEG-006317,corporativo,5,Guayaquil,7,7,True,97
ASEG-006318,premium,3,Cuenca,3,3,False,71
ASEG-006319,retail,4,Cuenca,2,2,False,69
ASEG-006320,retail,4,Cuenca,2,2,False,69
ASEG-006321,retail,2,Guayaquil,2,2,False,63
ASEG-006322,premium,3,Guayaquil,4,4,True,76
ASEG-006323,retail,4,Manta,1,1,False,64
ASEG-006325,retail,1,Guayaquil,1,1,False,55
ASEG-006327,retail,4,Cuenca,1,1,False,64
ASEG-006329,premium,3,Guayaquil,5,5,True,81
ASEG-006330,retail,2,Guayaquil,1,1,False,58
ASEG-006331,retail,3,Manta,2,2,False,66
ASEG-006333,premium,4,Cuenca,4,4,True,79
ASEG-006334,premium,4,Manta,3,3,False,74
ASEG-006335,retail,1,Quito,1,1,False,55
ASEG-006336,premium,3,Manta,3,3,False,71
ASEG-006337,premium,2,Quito,3,3,False,68
ASEG-006338,premium,2,Quito,3,3,False,68
ASEG-006339,retail,4,Guayaquil,1,1,False,64
ASEG-006340,retail,1,Cuenca,1,1,False,55
ASEG-006341,retail,1,Cuenca,2,2,False,60
ASEG-006342,retail,4,Guayaquil,2,2,False,69
ASEG-006344,retail,1,Quito,1,1,False,55
ASEG-006345,premium,2,Quito,4,4,True,73
ASEG-006346,premium,2,Cuenca,3,3,False,68
ASEG-006347,retail,2,Quito,1,1,False,58
ASEG-006348,premium,2,Quito,3,3,False,68
ASEG-006350,premium,4,Manta,4,4,True,79
ASEG-006351,retail,3,Quito,1,1,False,61
ASEG-006353,retail,4,Quito,2,2,False,69
ASEG-006354,retail,2,Quito,1,1,False,58
ASEG-006355,premium,3,Quito,3,3,False,71
ASEG-006356,retail,1,Manta,1,1,False,55
ASEG-006357,retail,3,Cuenca,2,2,False,66
ASEG-006358,premium,3,Guayaquil,3,3,False,71
ASEG-006359,retail,3,Guayaquil,2,2,False,66
ASEG-006361,retail,2,Guayaquil,1,1,False,58
ASEG-006362,retail,3,Quito,2,2,False,66
ASEG-006363,retail,4,Quito,2,2,False,69
ASEG-006364,retail,1,Guayaquil,2,2,False,60
ASEG-006365,retail,1,Manta,1,1,False,55
ASEG-006366,premium,3,Manta,4,4,True,76
ASEG-006367,premium,1,Quito,5,5,True,75
ASEG-006368,premium,3,Guayaquil,3,3,False,71
ASEG-006370,retail,3,Manta,1,1,False,61
ASEG-006371,premium,4,Guayaquil,3,3,False,74
ASEG-006372,premium,3,Cuenca,3,3,False,71
ASEG-006373,retail,1,Quito,1,1,False,55
ASEG-006374,premium,1,Cuenca,3,3,False,65
ASEG-006375,premium,3,Manta,5,5,True,81
ASEG-006376,premium,3,Manta,4,4,True,76
ASEG-006377,retail,1,Manta,2,2,False,60
ASEG-006378,premium,3,Quito,3,3,False,71
ASEG-006380,retail,1,Manta,1,1,False,55
ASEG-006381,premium,3,Quito,4,4,True,76
ASEG-006382,premium,3,Guayaquil,4,4,True,76
ASEG-006383,retail,2,Guayaquil,2,2,False,63
ASEG-006384,retail,1,Cuenca,1,1,False,55
ASEG-006385,retail,1,Guayaquil,2,2,False,60
ASEG-006386,premium,3,Guayaquil,4,4,True,76
ASEG-006387,retail,1,Guayaquil,1,1,False,55
ASEG-006388,premium,3,Cuenca,3,3,False,71
ASEG-006389,retail,2,Quito,2,2,False,63
ASEG-006390,premium,4,Cuenca,3,3,False,74
ASEG-006391,retail,1,Manta,1,1,False,55
ASEG-006392,premium,2,Guayaquil,4,4,True,73
ASEG-006393,retail,2,Quito,1,1,False,58
ASEG-006394,retail,1,Quito,1,1,False,55
ASEG-006395,retail,4,Guayaquil,2,2,False,69
ASEG-006396,premium,3,Quito,5,5,True,81
ASEG-006397,premium,2,Guayaquil,3,3,False,68
ASEG-006398,premium,2,Cuenca,3,3,False,68
ASEG-006399,retail,3,Quito,2,2,False,66
ASEG-006400,retail,2,Quito,1,1,False,58
ASEG-006401,premium,2,Manta,3,3,False,68
ASEG-006402,retail,3,Guayaquil,2,2,False,66
ASEG-006403,retail,2,Guayaquil,2,2,False,63
ASEG-006404,premium,3,Quito,3,3,False,71
ASEG-006405,retail,1,Manta,1,1,False,55
ASEG-006407,retail,2,Manta,2,2,False,63
ASEG-006408,retail,3,Guayaquil,2,2,False,66
ASEG-006409,retail,1,Cuenca,1,1,False,55
ASEG-006410,premium,4,Guayaquil,3,3,False,74
ASEG-006414,retail,3,Guayaquil,2,2,False,66
ASEG-006415,retail,4,Manta,2,2,False,69
ASEG-006416,premium,2,Quito,5,5,True,78
ASEG-006417,retail,1,Guayaquil,2,2,False,60
ASEG-006418,premium,3,Quito,3,3,False,71
ASEG-006419,retail,3,Guayaquil,2,2,False,66
ASEG-006420,retail,1,Cuenca,1,1,False,55
ASEG-006421,retail,4,Manta,2,2,False,69
ASEG-006422,premium,1,Guayaquil,4,4,True,70
ASEG-006423,retail,2,Manta,1,1,False,58
ASEG-006424,retail,1,Quito,2,2,False,60
ASEG-006425,premium,3,Quito,3,3,False,71
ASEG-006426,retail,2,Cuenca,1,1,False,58
ASEG-006427,retail,2,Cuenca,2,2,False,63
ASEG-006428,retail,2,Guayaquil,1,1,False,58
ASEG-006429,retail,3,Guayaquil,2,2,False,66
ASEG-006430,retail,2,Guayaquil,1,1,False,58
ASEG-006431,premium,3,Manta,3,3,False,71
ASEG-006432,retail,3,Quito,2,2,False,66
ASEG-006433,retail,1,Guayaquil,1,1,False,55
ASEG-006434,retail,3,Guayaquil,2,2,False,66
ASEG-006435,retail,1,Quito,2,2,False,60
ASEG-006436,retail,2,Manta,2,2,False,63
ASEG-006437,retail,4,Manta,2,2,False,69
ASEG-006438,premium,3,Quito,4,4,True,76
ASEG-006440,corporativo,4,Quito,6,6,True,89
ASEG-006441,retail,3,Quito,2,2,False,66
ASEG-006442,retail,1,Guayaquil,2,2,False,60
ASEG-006443,retail,2,Quito,2,2,False,63
ASEG-006444,retail,2,Quito,2,2,False,63
ASEG-006445,premium,4,Quito,4,4,True,79
ASEG-006446,retail,3,Manta,2,2,False,66
ASEG-006448,retail,3,Cuenca,1,1,False,61
ASEG-006449,premium,2,Quito,5,5,True,78
ASEG-006450,retail,2,Cuenca,2,2,False,63
ASEG-006451,retail,4,Manta,1,1,False,64
ASEG-006452,retail,3,Quito,1,1,False,61
ASEG-006454,premium,2,Quito,3,3,False,68
ASEG-006455,retail,2,Quito,1,1,False,58
ASEG-006456,retail,1,Guayaquil,1,1,False,55
ASEG-006457,premium,4,Guayaquil,3,3,False,74
ASEG-006458,retail,2,Guayaquil,2,2,False,63
ASEG-006459,retail,5,Guayaquil,2,2,False,72
ASEG-006460,retail,2,Quito,2,2,False,63
ASEG-006461,retail,3,Guayaquil,1,1,False,61
ASEG-006462,retail,1,Guayaquil,1,1,False,55
ASEG-006463,premium,4,Quito,4,4,True,79
ASEG-006464,retail,3,Guayaquil,2,2,False,66
ASEG-006465,premium,3,Quito,3,3,False,71
ASEG-006466,premium,4,Cuenca,4,4,True,79
ASEG-006467,retail,2,Quito,2,2,False,63
ASEG-006468,retail,2,Guayaquil,1,1,False,58
ASEG-006469,retail,4,Cuenca,2,2,False,69
ASEG-006470,premium,2,Quito,5,5,True,78
ASEG-006471,retail,2,Quito,1,1,False,58
ASEG-006472,premium,3,Quito,4,4,True,76
ASEG-006474,premium,2,Manta,3,3,False,68
ASEG-006475,retail,3,Guayaquil,2,2,False,66
ASEG-006476,retail,1,Quito,1,1,False,55
ASEG-006479,retail,5,Quito,1,1,False,67
ASEG-006480,retail,1,Manta,1,1,False,55
ASEG-006481,retail,2,Guayaquil,1,1,False,58
ASEG-006483,retail,3,Guayaquil,2,2,False,66
ASEG-006484,retail,3,Guayaquil,2,2,False,66
ASEG-006485,retail,2,Quito,2,2,False,63
ASEG-006487,retail,3,Guayaquil,1,1,False,61
ASEG-006489,retail,1,Cuenca,1,1,False,55
ASEG-006490,retail,1,Manta,1,1,False,55
ASEG-006492,premium,3,Guayaquil,3,3,False,71
ASEG-006493,premium,1,Cuenca,3,3,False,65
ASEG-006494,retail,1,Guayaquil,1,1,False,55
ASEG-006495,retail,4,Guayaquil,1,1,False,64
ASEG-006497,retail,1,Quito,1,1,False,55
ASEG-006499,premium,1,Quito,3,3,False,65
ASEG-006500,retail,4,Guayaquil,2,2,False,69
ASEG-006501,premium,2,Guayaquil,5,5,True,78
ASEG-006502,premium,3,Quito,3,3,False,71
ASEG-006503,premium,2,Guayaquil,3,3,False,68
ASEG-006504,retail,2,Quito,1,1,False,58
ASEG-006505,premium,2,Guayaquil,3,3,False,68
ASEG-006506,retail,2,Quito,1,1,False,58
ASEG-006507,premium,3,Quito,4,4,True,76
ASEG-006508,retail,2,Quito,1,1,False,58
ASEG-006509,retail,2,Manta,2,2,False,63
ASEG-006511,retail,3,Quito,2,2,False,66
ASEG-006512,retail,2,Guayaquil,2,2,False,63
ASEG-006513,premium,3,Manta,3,3,False,71
ASEG-006514,retail,2,Quito,1,1,False,58
ASEG-006515,retail,1,Manta,1,1,False,55
ASEG-006517,retail,1,Cuenca,2,2,False,60
ASEG-006518,retail,3,Guayaquil,2,2,False,66
ASEG-006519,retail,3,Guayaquil,1,1,False,61
ASEG-006520,retail,4,Quito,2,2,False,69
ASEG-006521,retail,3,Quito,2,2,False,66
ASEG-006522,retail,5,Cuenca,2,2,False,72
ASEG-006523,premium,4,Quito,4,4,True,79
ASEG-006524,premium,4,Manta,3,3,False,74
ASEG-006525,premium,5,Guayaquil,4,4,True,82
ASEG-006526,retail,2,Cuenca,2,2,False,63
