id_poliza,id_asegurado,ramo,fecha_inicio,fecha_fin,prima,suma_asegurada,deducible,canal_venta,ciudad,estado_poliza
POL-03266,ASEG-010544,vida,2019-07-21,2021-01-12,1701.36,42533.99,2126.7,directo,Quito,vigente
POL-03267,ASEG-005798,vehiculos,2024-10-26,2024-12-09,487.72,12193.02,609.65,broker,Quito,vencida
POL-03268,ASEG-011770,vehiculos,2021-07-31,2023-01-09,1565.94,39148.44,1957.42,digital,Guayaquil,suspendida
POL-03270,ASEG-001608,vehiculos,2025-03-20,2026-07-15,1679.05,41976.34,2098.82,agencia,Quito,mora
POL-03271,ASEG-000461,vehiculos,2021-06-29,2023-03-16,128.38,3209.48,160.47,directo,Quito,vigente
POL-03272,ASEG-012271,generales,2024-03-13,2025-03-14,896.14,22403.54,1120.18,broker,Cuenca,vencida
POL-03274,ASEG-003876,hogar,2020-06-30,2021-05-15,500.67,12516.74,625.84,digital,Manta,suspendida
POL-03275,ASEG-005361,vida,2023-01-17,2023-12-03,1565.51,39137.71,1956.89,agencia,Quito,mora
POL-03276,ASEG-008223,hogar,2021-10-20,2022-04-09,501.86,12546.49,627.32,directo,Manta,vigente
POL-03277,ASEG-009897,vehiculos,2021-07-22,2022-10-19,263.19,6579.71,328.99,broker,Guayaquil,vencida
POL-03278,ASEG-011497,vehiculos,2026-03-20,2027-10-10,2360.46,59011.43,2950.57,digital,Guayaquil,suspendida
POL-03279,ASEG-012237,generales,2020-10-27,2021-06-06,866.75,21668.65,1083.43,agencia,Guayaquil,mora
POL-03280,ASEG-002451,vehiculos,2021-12-21,2022-04-05,170.15,4253.72,212.69,directo,Guayaquil,vigente
POL-03281,ASEG-003535,vida,2022-06-02,2023-12-10,1630.48,40762.03,2038.1,broker,Quito,vencida
POL-03282,ASEG-000905,generales,2019-02-11,2019-10-17,2537.67,63441.8,3172.09,digital,Cuenca,suspendida
POL-03283,ASEG-000172,hogar,2023-08-22,2024-10-30,578.68,14467.12,723.36,agencia,Manta,mora
POL-03284,ASEG-004858,vehiculos,2020-08-24,2021-06-13,489.19,12229.64,611.48,directo,Guayaquil,vigente
POL-03285,ASEG-010009,vehiculos,2021-07-05,2022-05-13,1246.91,31172.76,1558.64,broker,Guayaquil,vencida
POL-03286,ASEG-010309,vida,2026-01-02,2027-07-15,2208.39,55209.84,2760.49,digital,Quito,suspendida
POL-03287,ASEG-011606,vehiculos,2025-11-07,2026-10-31,1813.85,45346.16,2267.31,agencia,Quito,mora
POL-03288,ASEG-006172,vehiculos,2024-01-11,2025-04-14,819.52,20487.89,1024.39,directo,Guayaquil,vigente
POL-03289,ASEG-004882,vehiculos,2022-08-27,2023-10-06,1012.09,25302.25,1265.11,broker,Guayaquil,vencida
POL-03290,ASEG-008263,generales,2024-03-17,2024-11-10,202.45,5061.23,253.06,digital,Cuenca,suspendida
POL-03292,ASEG-004690,vehiculos,2018-03-07,2019-08-25,744.56,18614.08,930.7,agencia,Guayaquil,mora
POL-03293,ASEG-000734,vehiculos,2022-01-04,2022-08-21,870.22,21755.38,1087.77,directo,Quito,vigente
POL-03294,ASEG-010644,vehiculos,2022-09-27,2023-07-04,2359.43,58985.68,2949.28,broker,Guayaquil,vencida
POL-03295,ASEG-008718,generales,2026-01-16,2026-06-26,2059.3,51482.53,2574.13,digital,Cuenca,suspendida
POL-03296,ASEG-009784,vida,2025-12-11,2026-10-06,1545.55,38638.81,1931.94,agencia,Quito,mora
POL-03297,ASEG-012282,vida,2019-07-03,2019-11-27,1515.01,37875.35,1893.77,directo,Quito,vigente
POL-03298,ASEG-012262,vehiculos,2018-12-16,2020-04-20,244.57,6114.28,305.71,broker,Guayaquil,vencida
POL-03299,ASEG-003533,vehiculos,2019-01-09,2020-01-21,1556.57,38914.22,1945.71,digital,Quito,suspendida
POL-03300,ASEG-012306,hogar,2026-06-27,2027-04-15,548.3,13707.56,685.38,agencia,Manta,mora
POL-03301,ASEG-005481,hogar,2024-12-15,2025-06-21,1995.99,49899.67,2494.98,directo,Manta,vigente
POL-03302,ASEG-004391,vehiculos,2020-04-07,2021-01-10,839.14,20978.48,1048.92,broker,Quito,vencida
POL-03303,ASEG-012125,vehiculos,2019-08-13,2020-04-13,2075.99,51899.82,2594.99,digital,Quito,suspendida
POL-03304,ASEG-007219,salud,2021-10-14,2022-10-17,542.19,13554.71,677.74,agencia,Cuenca,mora
POL-03305,ASEG-001613,vehiculos,2019-03-06,2019-11-19,323.62,8090.54,404.53,directo,Guayaquil,vigente
POL-03306,ASEG-010099,hogar,2022-02-16,2023-08-23,360.23,9005.63,450.28,broker,Manta,vencida
POL-03307,ASEG-009363,salud,2020-07-18,2021-06-13,2168.62,54215.47,2710.77,digital,Cuenca,suspendida
POL-03308,ASEG-001108,salud,2020-11-03,2021-11-01,2148.07,53701.73,2685.09,agencia,Cuenca,mora
POL-03309,ASEG-006730,vehiculos,2022-01-18,2022-06-29,2117.11,52927.73,2646.39,directo,Guayaquil,vigente
POL-03310,ASEG-001010,vehiculos,2019-01-05,2020-09-21,1230.13,30753.14,1537.66,broker,Quito,vencida
POL-03311,ASEG-000907,vehiculos,2021-12-18,2022-11-14,2362.28,59057.05,2952.85,digital,Guayaquil,suspendida
POL-03312,ASEG-005702,vehiculos,2021-04-16,2021-08-21,720.87,18021.79,901.09,agencia,Guayaquil,mora
POL-03313,ASEG-001957,vehiculos,2018-11-19,2019-08-28,2705.39,67634.87,3381.74,directo,Guayaquil,vigente
POL-03314,ASEG-007077,salud,2020-11-16,2022-05-14,955.34,23883.38,1194.17,broker,Cuenca,vencida
POL-03315,ASEG-007926,salud,2020-01-20,2020-08-01,2822.25,70556.17,3527.81,digital,Cuenca,suspendida
POL-03316,ASEG-002938,vehiculos,2023-02-14,2023-11-17,186.24,4655.9,232.8,agencia,Guayaquil,mora
POL-03317,ASEG-007792,vehiculos,2022-08-26,2024-07-06,1238.46,30961.6,1548.08,directo,Quito,vigente
POL-03318,ASEG-006390,hogar,2024-05-03,2025-01-28,585.4,14635.01,731.75,broker,Manta,vencida
POL-03319,ASEG-001228,salud,2026-07-10,2026-09-04,2192.56,54813.92,2740.7,digital,Cuenca,suspendida
POL-03320,ASEG-001694,vida,2026-05-31,2026-11-08,2174.3,54357.4,2717.87,agencia,Quito,mora
POL-03321,ASEG-000390,vida,2025-04-19,2026-07-10,2344.94,58623.58,2931.18,directo,Quito,vigente
POL-03322,ASEG-002833,vehiculos,2024-09-01,2026-03-27,292.91,7322.87,366.14,broker,Quito,vencida
POL-03323,ASEG-007960,vida,2020-01-27,2021-04-24,1639.76,40993.94,2049.7,digital,Quito,suspendida
POL-03324,ASEG-002785,vehiculos,2019-01-08,2019-11-13,295.02,7375.61,368.78,agencia,Quito,mora
POL-03325,ASEG-006801,vida,2021-01-26,2021-12-22,2256.2,56404.97,2820.25,directo,Quito,vigente
POL-03326,ASEG-012349,vida,2020-03-18,2020-12-18,1723.67,43091.82,2154.59,broker,Quito,vencida
POL-03327,ASEG-010133,hogar,2024-11-16,2025-04-17,890.82,22270.44,1113.52,digital,Manta,suspendida
POL-03328,ASEG-004285,salud,2022-11-07,2023-05-03,2530.61,63265.15,3163.26,agencia,Cuenca,mora
POL-03329,ASEG-000311,vehiculos,2022-04-10,2023-12-29,453.3,11332.61,566.63,directo,Quito,vigente
POL-03330,ASEG-010169,vehiculos,2022-10-18,2023-11-18,1820.32,45508.04,2275.4,broker,Guayaquil,vencida
POL-03331,ASEG-003958,generales,2019-06-24,2020-12-26,196.47,4911.72,245.59,digital,Cuenca,suspendida
POL-03332,ASEG-002441,vehiculos,2023-05-27,2025-01-01,1576.57,39414.16,1970.71,agencia,Quito,mora
POL-03333,ASEG-005986,vehiculos,2023-03-22,2024-09-30,1554.71,38867.74,1943.39,directo,Quito,vigente
POL-03334,ASEG-008986,vehiculos,2025-03-01,2025-10-20,860.86,21521.53,1076.08,broker,Quito,vencida
POL-03335,ASEG-011752,hogar,2021-03-17,2021-07-26,416.41,10410.34,520.52,digital,Manta,suspendida
POL-03336,ASEG-001142,generales,2023-12-26,2024-08-03,1458.33,36458.33,1822.92,agencia,Guayaquil,mora
POL-03337,ASEG-007055,vehiculos,2024-03-15,2024-12-27,1225.68,30642.08,1532.1,directo,Guayaquil,vigente
POL-03338,ASEG-000208,vehiculos,2019-05-30,2020-04-20,510.18,12754.57,637.73,broker,Quito,vencida
POL-03339,ASEG-003287,vida,2021-12-20,2023-06-06,1691.38,42284.5,2114.22,digital,Quito,suspendida
POL-03340,ASEG-006936,vehiculos,2022-01-20,2022-09-16,1657.55,41438.72,2071.94,agencia,Quito,mora
POL-03341,ASEG-008000,salud,2024-12-01,2026-10-21,246.44,6160.97,308.05,directo,Cuenca,vigente
POL-03342,ASEG-007010,salud,2022-04-16,2022-08-26,40.0,1000.0,50.0,broker,Cuenca,vencida
POL-03343,ASEG-009311,vehiculos,2023-12-28,2024-11-23,710.95,17773.79,888.69,digital,Guayaquil,suspendida
POL-03344,ASEG-008218,vehiculos,2024-03-11,2024-10-17,1615.77,40394.17,2019.71,agencia,Guayaquil,mora
POL-03345,ASEG-003516,salud,2020-01-11,2020-12-28,468.44,11711.06,585.55,directo,Cuenca,vigente
POL-03346,ASEG-004295,vehiculos,2023-06-18,2024-08-06,217.44,5435.95,271.8,broker,Quito,vencida
POL-03347,ASEG-002931,vehiculos,2025-05-05,2026-08-26,811.55,20288.71,1014.44,digital,Quito,suspendida
POL-03348,ASEG-001808,vehiculos,2026-11-09,2027-10-13,382.41,9560.36,478.02,agencia,Guayaquil,mora
POL-03349,ASEG-007221,hogar,2019-12-25,2021-03-16,815.29,20382.14,1019.11,directo,Manta,vigente
POL-03350,ASEG-010384,vida,2021-12-09,2022-04-17,1423.4,35585.02,1779.25,broker,Quito,vencida
POL-03351,ASEG-004667,vehiculos,2019-10-27,2020-04-11,751.72,18792.92,939.65,digital,Guayaquil,suspendida
POL-03352,ASEG-003196,hogar,2025-10-10,2026-11-02,878.1,21952.44,1097.62,agencia,Manta,mora
POL-03353,ASEG-003632,vida,2019-02-07,2020-07-14,1033.2,25829.93,1291.5,directo,Quito,vigente
POL-03354,ASEG-004310,hogar,2020-10-22,2021-06-24,2286.77,57169.14,2858.46,broker,Manta,vencida
POL-03355,ASEG-010467,vehiculos,2020-07-09,2021-04-10,2244.97,56124.34,2806.22,digital,Quito,suspendida
POL-03356,ASEG-006345,vehiculos,2020-02-06,2020-07-06,1111.9,27797.53,1389.88,agencia,Quito,mora
POL-03357,ASEG-007999,vehiculos,2019-12-22,2021-05-25,396.39,9909.65,495.48,directo,Guayaquil,vigente
POL-03358,ASEG-009963,salud,2020-03-08,2020-12-27,356.96,8924.12,446.21,broker,Cuenca,vencida
POL-03359,ASEG-005930,salud,2021-12-18,2022-10-05,1736.3,43407.38,2170.37,digital,Cuenca,suspendida
POL-03360,ASEG-000392,salud,2021-06-12,2022-08-01,1898.83,47470.69,2373.53,agencia,Cuenca,mora
POL-03361,ASEG-004847,vehiculos,2020-08-05,2021-05-01,723.34,18083.6,904.18,directo,Guayaquil,vigente
POL-03362,ASEG-011099,generales,2019-03-31,2020-10-14,1018.3,25457.4,1272.87,broker,Guayaquil,vencida
POL-03363,ASEG-003578,salud,2025-07-27,2026-06-12,703.23,17580.74,879.04,digital,Cuenca,suspendida
POL-03364,ASEG-002112,vida,2021-12-13,2023-10-15,2445.64,61141.09,3057.05,agencia,Quito,mora
POL-03365,ASEG-004487,vehiculos,2022-01-23,2023-02-19,599.26,14981.58,749.08,directo,Guayaquil,vigente
POL-03366,ASEG-004205,vida,2021-02-21,2021-06-29,1683.23,42080.65,2104.03,broker,Quito,vencida
POL-03367,ASEG-000924,vehiculos,2020-10-22,2021-08-30,523.87,13096.74,654.84,digital,Quito,suspendida
POL-03368,ASEG-004941,vehiculos,2022-08-04,2024-06-27,1955.82,48895.4,2444.77,agencia,Guayaquil,mora
POL-03369,ASEG-000313,hogar,2022-08-23,2023-09-25,645.62,16140.62,807.03,directo,Manta,vigente
POL-03370,ASEG-000693,vehiculos,2018-09-10,2019-07-31,417.86,10446.59,522.33,broker,Guayaquil,vencida
POL-03371,ASEG-008594,vida,2024-05-09,2024-11-21,2298.75,57468.73,2873.44,digital,Quito,suspendida
POL-03372,ASEG-008857,vehiculos,2021-02-19,2021-10-20,856.96,21423.98,1071.2,agencia,Guayaquil,mora
POL-03373,ASEG-009185,vehiculos,2026-02-10,2027-09-01,594.26,14856.5,742.82,directo,Guayaquil,vigente
POL-03374,ASEG-004165,salud,2024-07-24,2026-06-07,526.54,13163.45,658.17,broker,Cuenca,vencida
POL-03375,ASEG-004307,vehiculos,2020-06-07,2020-06-22,889.75,22243.8,1112.19,digital,Guayaquil,suspendida
POL-03376,ASEG-001219,vehiculos,2023-08-01,2024-08-01,2622.6,65564.99,3278.25,agencia,Guayaquil,mora
POL-03377,ASEG-000465,vehiculos,2023-06-09,2023-08-11,2391.17,59779.13,2988.96,directo,Guayaquil,vigente
POL-03378,ASEG-005769,vida,2021-07-31,2021-12-26,2219.19,55479.74,2773.99,broker,Quito,vencida
POL-03379,ASEG-004300,hogar,2026-08-21,2027-03-19,2487.39,62184.85,3109.24,digital,Manta,suspendida
POL-03380,ASEG-009824,vehiculos,2019-06-17,2020-06-16,1267.9,31697.51,1584.88,agencia,Guayaquil,mora
POL-03381,ASEG-005945,vida,2020-07-01,2021-12-07,2065.82,51645.61,2582.28,directo,Quito,vigente
POL-03382,ASEG-002853,vehiculos,2022-04-04,2022-08-22,466.92,11672.95,583.65,broker,Guayaquil,vencida
POL-03383,ASEG-011704,hogar,2023-06-13,2023-07-29,1772.67,44316.64,2215.83,digital,Manta,suspendida
POL-03384,ASEG-009760,vehiculos,2022-01-29,2023-06-25,834.25,20856.18,1042.81,agencia,Guayaquil,mora
POL-03385,ASEG-009710,vehiculos,2023-03-20,2024-08-07,336.88,8422.08,421.1,directo,Quito,vigente
POL-03386,ASEG-007518,generales,2019-06-04,2020-09-11,2433.06,60826.56,3041.33,broker,Guayaquil,vencida
POL-03388,ASEG-000722,hogar,2025-11-13,2026-12-30,346.09,8652.16,432.61,digital,Manta,suspendida
POL-03389,ASEG-006940,salud,2020-10-29,2022-02-14,1313.52,32838.01,1641.9,agencia,Cuenca,mora
POL-03390,ASEG-006733,vehiculos,2019-02-02,2020-03-21,972.23,24305.87,1215.29,directo,Guayaquil,vigente
POL-03391,ASEG-005995,vida,2025-10-21,2027-01-15,1533.45,38336.17,1916.81,broker,Quito,vencida
POL-03392,ASEG-006738,vehiculos,2025-03-03,2025-06-05,1899.57,47489.35,2374.47,digital,Guayaquil,suspendida
POL-03393,ASEG-011895,vehiculos,2020-07-10,2020-09-30,1336.81,33420.17,1671.01,agencia,Guayaquil,mora
POL-03394,ASEG-009655,vehiculos,2025-12-11,2026-10-11,786.01,19650.23,982.51,directo,Quito,vigente
POL-03395,ASEG-001528,vehiculos,2019-03-01,2019-11-25,2175.55,54388.8,2719.44,broker,Guayaquil,vencida
POL-03396,ASEG-001667,vehiculos,2026-02-27,2026-11-09,1850.93,46273.13,2313.66,digital,Guayaquil,suspendida
POL-03397,ASEG-010532,vehiculos,2020-02-15,2021-02-20,250.75,6268.73,313.44,agencia,Quito,mora
POL-03398,ASEG-006269,salud,2018-06-26,2020-01-12,206.0,5149.9,257.5,directo,Cuenca,vigente
POL-03399,ASEG-006973,salud,2023-09-16,2024-09-18,169.76,4243.9,212.2,broker,Cuenca,vencida
POL-03400,ASEG-005569,salud,2023-07-29,2024-12-16,52.93,1323.24,66.16,digital,Cuenca,suspendida
POL-03401,ASEG-011850,hogar,2023-06-30,2023-06-13,1001.68,25042.04,1252.1,agencia,Manta,mora
POL-03402,ASEG-012225,vehiculos,2024-02-02,2025-07-31,281.55,7038.78,351.94,directo,Guayaquil,vigente
POL-03403,ASEG-002825,vida,2025-11-11,2027-05-07,2671.65,66791.26,3339.56,broker,Quito,vencida
POL-03404,ASEG-008319,vehiculos,2020-07-31,2021-07-10,2196.79,54919.68,2745.98,digital,Guayaquil,suspendida
POL-03405,ASEG-003470,salud,2021-07-04,2022-06-03,668.37,16709.33,835.47,agencia,Cuenca,mora
POL-03406,ASEG-008696,vehiculos,2025-04-01,2025-10-05,2770.42,69260.56,3463.03,directo,Guayaquil,vigente
POL-03407,ASEG-006466,salud,2019-10-20,2019-08-29,1262.17,31554.16,1577.71,broker,Cuenca,vencida
POL-03408,ASEG-001407,vehiculos,2025-11-20,2027-07-07,881.1,22027.48,1101.37,digital,Guayaquil,suspendida
POL-03409,ASEG-011159,vehiculos,2020-01-29,2020-08-01,1218.54,30463.56,1523.18,agencia,Quito,mora
POL-03411,ASEG-008037,hogar,2019-11-11,2020-10-01,943.88,23596.94,1179.85,directo,Manta,vigente
POL-03412,ASEG-002453,salud,2020-02-24,2020-03-25,804.84,20121.04,1006.05,broker,Cuenca,vencida
POL-03413,ASEG-000404,vehiculos,2023-06-05,2024-08-01,2753.23,68830.87,3441.54,digital,Guayaquil,suspendida
POL-03414,ASEG-011082,hogar,2020-12-29,2022-06-28,429.27,10731.8,536.59,agencia,Manta,mora
POL-03415,ASEG-000922,hogar,2024-06-17,2025-12-18,942.28,23557.08,1177.85,directo,Manta,vigente
POL-03416,ASEG-006524,hogar,2018-12-28,2020-03-10,1692.57,42314.16,2115.71,broker,Manta,vencida
POL-03417,ASEG-011944,vehiculos,2024-01-25,2025-03-22,1013.23,25330.74,1266.54,digital,Guayaquil,suspendida
POL-03418,ASEG-008433,vehiculos,2020-11-28,2021-07-09,2043.64,51091.1,2554.56,agencia,Guayaquil,mora
POL-03419,ASEG-011171,vida,2021-04-10,2022-05-26,1674.26,41856.49,2092.82,directo,Quito,vigente
POL-03420,ASEG-004902,hogar,2018-10-04,2019-10-04,2920.64,73015.98,3650.8,broker,Manta,vencida
POL-03421,ASEG-007718,vehiculos,2022-12-13,2024-10-18,1001.82,25045.51,1252.28,digital,Guayaquil,suspendida
POL-03422,ASEG-011673,vehiculos,2021-08-15,2022-10-04,840.59,21014.87,1050.74,agencia,Guayaquil,mora
POL-03423,ASEG-001075,vida,2020-10-05,2021-11-11,2978.86,74471.4,3723.57,directo,Quito,vigente
POL-03424,ASEG-001336,salud,2021-05-16,2022-06-04,552.5,13812.62,690.63,broker,Cuenca,vencida
POL-03425,ASEG-003853,salud,2021-07-20,2022-07-09,466.02,11650.6,582.53,digital,Cuenca,suspendida
POL-03427,ASEG-011580,vida,2022-09-24,2024-01-28,1864.85,46621.33,2331.07,agencia,Quito,mora
POL-03428,ASEG-008115,vehiculos,2020-04-09,2020-12-10,2030.97,50774.2,2538.71,directo,Quito,vigente
POL-03429,ASEG-009777,vehiculos,2023-01-23,2023-11-26,1156.68,28917.04,1445.85,broker,Guayaquil,vencida
POL-03430,ASEG-004337,vehiculos,2025-08-24,2026-03-28,920.5,23012.5,1150.62,digital,Guayaquil,suspendida
POL-03431,ASEG-009186,vehiculos,2018-08-03,2019-07-25,232.2,5804.92,290.25,agencia,Quito,mora
POL-03432,ASEG-002184,vida,2022-04-14,2022-09-27,2512.13,62803.21,3140.16,directo,Quito,vigente
POL-03433,ASEG-009496,salud,2021-06-01,2021-12-26,1614.69,40367.17,2018.36,broker,Cuenca,vencida
POL-03434,ASEG-007588,salud,2024-01-09,2025-01-03,53.32,1332.98,66.65,digital,Cuenca,suspendida
POL-03435,ASEG-004587,vehiculos,2021-08-27,2021-09-16,1868.21,46705.26,2335.26,agencia,Quito,mora
POL-03436,ASEG-010318,generales,2019-02-05,2019-11-29,219.11,5477.63,273.88,directo,Cuenca,vigente
POL-03437,ASEG-000248,hogar,2019-08-30,2021-05-14,387.41,9685.14,484.26,broker,Manta,vencida
POL-03438,ASEG-001844,vehiculos,2025-03-22,2026-03-05,792.14,19803.47,990.17,digital,Quito,suspendida
POL-03439,ASEG-012395,hogar,2021-11-17,2022-09-18,2607.28,65182.09,3259.1,agencia,Manta,mora
POL-03440,ASEG-007849,vehiculos,2025-06-18,2026-10-19,205.53,5138.18,256.91,directo,Guayaquil,vigente
POL-03441,ASEG-004370,vehiculos,2018-03-31,2019-12-25,487.03,12175.72,608.79,broker,Guayaquil,vencida
POL-03442,ASEG-004134,hogar,2020-09-26,2021-05-02,1399.01,34975.24,1748.76,digital,Manta,suspendida
POL-03443,ASEG-010998,vida,2026-04-18,2027-03-25,1849.44,46235.89,2311.79,agencia,Quito,mora
POL-03444,ASEG-005774,vehiculos,2020-08-09,2021-11-21,1045.04,26126.06,1306.3,directo,Guayaquil,vigente
POL-03445,ASEG-007473,hogar,2021-08-07,2022-01-19,2649.05,66226.15,3311.31,broker,Manta,vencida
POL-03446,ASEG-005208,generales,2026-08-06,2027-06-07,938.59,23464.73,1173.24,digital,Guayaquil,suspendida
POL-03447,ASEG-008421,generales,2024-11-26,2026-01-31,2042.56,51064.09,2553.2,agencia,Guayaquil,mora
POL-03448,ASEG-005987,vida,2025-09-17,2026-03-05,2407.19,60179.81,3008.99,directo,Quito,vigente
POL-03449,ASEG-002950,vehiculos,2023-12-17,2024-05-01,2199.4,54984.96,2749.25,broker,Guayaquil,vencida
POL-03450,ASEG-012304,hogar,2019-08-08,2020-04-26,1673.86,41846.5,2092.33,digital,Manta,suspendida
POL-03451,ASEG-010449,vehiculos,2021-04-05,2022-06-13,263.46,6586.54,329.33,agencia,Guayaquil,mora
POL-03452,ASEG-007784,generales,2019-05-10,2020-04-04,518.07,12951.67,647.58,directo,Cuenca,vigente
POL-03453,ASEG-010394,generales,2021-03-12,2022-07-05,831.6,20789.93,1039.5,broker,Guayaquil,vencida
POL-03454,ASEG-005907,vida,2023-07-27,2024-08-12,2393.34,59833.6,2991.68,digital,Quito,suspendida
POL-03455,ASEG-010631,vehiculos,2021-06-12,2022-05-27,2494.34,62358.55,3117.93,agencia,Guayaquil,mora
POL-03456,ASEG-011089,salud,2026-09-30,2026-10-23,502.91,12572.72,628.64,directo,Cuenca,vigente
POL-03457,ASEG-005146,salud,2026-08-25,2027-01-31,3006.02,75150.42,3757.52,broker,Cuenca,vencida
POL-03458,ASEG-011007,hogar,2019-05-13,2020-01-22,432.61,10815.18,540.76,digital,Manta,suspendida
POL-03459,ASEG-004146,vida,2018-07-22,2019-06-07,2445.1,61127.45,3056.37,agencia,Quito,mora
POL-03460,ASEG-007963,vehiculos,2019-02-21,2019-07-20,2130.62,53265.6,2663.28,directo,Guayaquil,vigente
POL-03461,ASEG-005793,vida,2019-06-05,2020-07-12,1876.67,46916.83,2345.84,broker,Quito,vencida
POL-03462,ASEG-008994,salud,2024-06-29,2024-07-10,849.88,21247.09,1062.35,digital,Cuenca,suspendida
POL-03463,ASEG-001027,vida,2023-12-28,2024-07-07,1872.98,46824.44,2341.22,agencia,Quito,mora
POL-03464,ASEG-009283,generales,2024-05-29,2025-03-09,955.46,23886.47,1194.32,directo,Guayaquil,vigente
POL-03465,ASEG-002639,vida,2025-10-18,2026-06-08,1806.72,45167.99,2258.4,broker,Quito,vencida
POL-03466,ASEG-005277,vida,2020-09-06,2021-10-22,1257.74,31443.49,1572.17,digital,Quito,suspendida
POL-03467,ASEG-008892,vehiculos,2025-12-09,2025-12-28,661.83,16545.8,827.29,agencia,Quito,mora
POL-03468,ASEG-004935,hogar,2018-04-22,2019-12-10,2282.58,57064.46,2853.22,directo,Manta,vigente
POL-03469,ASEG-000703,hogar,2025-11-11,2027-04-13,2134.7,53367.43,2668.37,broker,Manta,vencida
POL-03470,ASEG-011499,vehiculos,2019-09-26,2020-10-04,742.18,18554.57,927.73,digital,Guayaquil,suspendida
POL-03471,ASEG-001477,salud,2023-05-24,2023-09-27,1767.25,44181.34,2209.07,agencia,Cuenca,mora
POL-03472,ASEG-002107,vida,2019-01-11,2020-10-30,2038.54,50963.56,2548.18,directo,Quito,vigente
POL-03473,ASEG-000069,salud,2026-04-28,2026-05-13,1893.94,47348.56,2367.43,broker,Cuenca,vencida
POL-03474,ASEG-011093,vehiculos,2019-05-12,2021-01-06,322.15,8053.66,402.68,digital,Quito,suspendida
POL-03475,ASEG-008716,vida,2024-12-29,2025-04-11,2051.63,51290.8,2564.54,agencia,Quito,mora
POL-03476,ASEG-006470,generales,2026-09-03,2026-09-30,813.79,20344.75,1017.24,directo,Guayaquil,vigente
POL-03477,ASEG-001104,generales,2025-08-17,2027-01-31,451.03,11275.63,563.78,broker,Cuenca,vencida
POL-03478,ASEG-004305,vehiculos,2024-05-16,2025-09-27,641.64,16041.06,802.05,digital,Quito,suspendida
POL-03479,ASEG-004342,hogar,2020-10-02,2022-07-15,2048.24,51205.88,2560.29,agencia,Manta,mora
POL-03480,ASEG-002470,vehiculos,2024-11-09,2026-01-21,570.68,14267.0,713.35,directo,Guayaquil,vigente
POL-03481,ASEG-004718,vehiculos,2022-11-11,2024-02-23,430.07,10751.69,537.58,broker,Quito,vencida
POL-03482,ASEG-001673,vehiculos,2023-11-29,2024-03-26,2902.63,72565.87,3628.29,digital,Guayaquil,suspendida
POL-03483,ASEG-003215,vehiculos,2022-09-06,2023-06-23,732.06,18301.5,915.08,agencia,Quito,mora
POL-03484,ASEG-000201,vida,2025-08-30,2027-05-08,2519.45,62986.25,3149.31,directo,Quito,vigente
POL-03485,ASEG-008190,salud,2020-02-12,2020-10-27,41.37,1034.3,51.72,broker,Cuenca,vencida
POL-03486,ASEG-001048,hogar,2019-12-01,2020-08-25,384.26,9606.47,480.32,digital,Manta,suspendida
POL-03487,ASEG-003759,vida,2023-12-03,2024-04-17,2333.46,58336.52,2916.83,agencia,Quito,mora
POL-03488,ASEG-000277,salud,2025-07-09,2025-12-06,465.79,11644.67,582.23,directo,Cuenca,vigente
POL-03489,ASEG-006683,vehiculos,2021-03-22,2022-03-17,2257.19,56429.72,2821.49,broker,Guayaquil,vencida
POL-03490,ASEG-011525,vehiculos,2020-06-12,2021-09-06,743.03,18575.68,928.78,digital,Guayaquil,suspendida
POL-03491,ASEG-003653,vehiculos,2026-05-20,2026-10-14,198.05,4951.25,247.56,agencia,Quito,mora
POL-03492,ASEG-010506,vehiculos,2024-01-28,2024-07-11,2653.82,66345.61,3317.28,directo,Guayaquil,vigente
POL-03493,ASEG-011903,vehiculos,2026-01-04,2026-09-05,895.37,22384.3,1119.21,broker,Guayaquil,vencida
POL-03494,ASEG-007435,vida,2024-05-22,2025-09-14,2105.35,52633.64,2631.68,digital,Quito,suspendida
POL-03495,ASEG-004045,hogar,2020-10-30,2021-04-12,2674.1,66852.58,3342.63,agencia,Manta,mora
POL-03496,ASEG-004674,hogar,2021-05-06,2022-09-11,2175.96,54399.01,2719.95,directo,Manta,vigente
POL-03497,ASEG-004272,vehiculos,2021-11-29,2022-05-11,72.88,1821.98,91.1,broker,Guayaquil,vencida
POL-03498,ASEG-002167,hogar,2019-12-07,2020-09-28,2247.6,56190.06,2809.5,digital,Manta,suspendida
POL-03499,ASEG-000936,vida,2020-08-06,2021-07-14,2247.96,56198.98,2809.95,agencia,Quito,mora
POL-03500,ASEG-001125,salud,2020-05-13,2020-09-21,724.65,18116.34,905.82,directo,Cuenca,vigente
POL-03501,ASEG-005920,hogar,2025-01-09,2025-05-08,710.67,17766.83,888.34,broker,Manta,vencida
POL-03502,ASEG-004971,salud,2026-01-30,2027-04-11,168.27,4206.73,210.34,digital,Cuenca,suspendida
POL-03503,ASEG-011948,hogar,2022-09-25,2023-01-31,630.64,15766.03,788.3,agencia,Manta,mora
POL-03504,ASEG-008037,vehiculos,2024-05-05,2025-01-22,440.17,11004.2,550.21,directo,Guayaquil,vigente
POL-03505,ASEG-003315,vehiculos,2022-03-18,2022-09-17,143.95,3598.7,179.94,broker,Guayaquil,vencida
